user_id,0001046438,0001047973,0001053736,0001053744,0001056107,0001944711,0001952803,0001953877,0002005018,0002118580,0002163713,0002184974,0002190915,000223257X,0002233509,000225056X,0002250810,0002252376,0002255014,0002255081,0002258560,0002316196,0002325780,0002551675,0002554119,0002554283,0002558661,0004125576,000433549X,0004588010,0004588177,0004701674,0004702816,0004720164,0006156487,0006157629,0006171982,0006174841,0006379702,0006380964,0006384722,0006384854,000647425X,000648302X,0006485200,0006492347,0006498493,0006512801,0006531407,0006544959,0006547486,0006547613,0006548180,0006548539,0006548830,0006550924,0006551076,000673765X,0006742939,0007100930,0007102216,0007103352,0007105150,000710698X,0007107900,0007110200,0007110227,0007110928,0007114788,0007117507,0007122861,0007127936,0007144350,0007154607,0007154615,0020093616,0020103514,002011690X,0020125607,0020188706,0020198817,0020199600,0020199856,0020209851,0020223722,0020225601,0020248717,0020259913,002026478X,0020280505,002028361X,002036041X,002040400X,0020407009,0020427018,0020427107,0020427751,0020442009,0020442203,0020442602,0020449313,0020486200,0020518501,0020518706,0020519001,0020633505,0020811853,0020819706,0020838506,0020868901,0020869002,0020960808,002097292X,0023381205,0023728213,0024181900,0024182001,002517990X,002542730X,0025729853,0025876007,0026128101,0026205408,0026638959,0026890712,0027110559,002711080X,0027111008,0027136701,0027136809,0027147509,0027434850,0027614204,0027617319,0027824500,0027859002,0027912906,0028025008,0028603702,0028603923,0028604032,0028604105,0028604199,0028604202,0028604954,0028608127,0028610407,0028612787,0028614496,0028614518
2276,1.0,1.0,1.0,1.0,1.0,0.1938596733721385,1.0,1.0,0.277889783612761,0.3619198938533836,1.0,0.1938596733721385,1.0,1.0,1.0,1.0,0.1938596733721385,1.0,0.277889783612761,1.0,0.277889783612761,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2875435802042319,1.0,1.0,1.0,1.0,1.0,0.1938596733721385,1.0,0.10982956313151596,1.0,1.0,1.0,1.0,0.277889783612761,1.0,0.1938596733721385,0.44595000409400615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1938596733721385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3619198938533836,1.0,0.3739871395927221,0.1938596733721385,1.0,1.0,1.0,1.0,1.0,1.0,0.2697771808199581,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3619198938533836,1.0,0.1938596733721385,0.1292611071801532,0.1938596733721385,1.0,1.0,1.0,1.0,1.0,1.0,0.10982956313151596,1.0,1.0,1.0,1.0,0.1938596733721385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3023498977709014,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4474043091572782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24882229252997098,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6251,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4431540032491911,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3826862930149101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3920038227092424,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6328423158239685,1.0,0.4431540032491911,1.0,1.0,1.0,1.0,1.0,1.0,0.28405026570990316,0.4809508897785059,0.7753732495278822,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3826862930149101,1.0,1.0,1.0,1.0,0.5792154865421018,1.0,1.0,0.3135330982009043,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3826862930149101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6575,1.0,1.0,1.0,1.0,1.0,0.219501162444095,1.0,1.0,0.31415429303701453,0.40880742362993405,1.0,0.219501162444095,1.0,1.0,1.0,1.0,0.219501162444095,1.0,0.31415429303701453,1.0,0.31415429303701453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35537694068949055,1.0,1.0,1.0,1.0,1.0,0.219501162444095,1.0,0.1248480318511755,1.0,1.0,1.0,1.0,0.31415429303701453,1.0,0.219501162444095,0.5034605542228536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.219501162444095,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.40880742362993405,1.0,0.46033573319552906,0.219501162444095,1.0,1.0,1.0,1.0,1.0,0.2509896582922146,0.7450905812342902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22486913100905323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.40880742362993405,1.0,0.219501162444095,1.0,0.219501162444095,1.0,1.0,1.0,1.0,1.0,1.0,0.1248480318511755,1.0,1.0,1.0,0.15253729092312404,0.4434355283910643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7346,1.0,1.0,1.0,1.0,1.0,0.3202302543209537,1.0,1.0,0.4524139243370389,0.5845975943531241,1.0,0.3202302543209537,1.0,1.0,1.0,1.0,0.3202302543209537,1.0,0.4524139243370389,1.0,0.4524139243370389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3202302543209537,1.0,0.18804658430486856,1.0,1.0,0.1406061995771008,1.0,0.4524139243370389,1.0,0.3202302543209537,0.716781264369209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3202302543209537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5845975943531241,1.0,1.0,0.3202302543209537,1.0,1.0,1.0,1.0,1.0,1.0,0.6094661947268237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7750657321029641,1.0,1.0,1.0,1.0,1.0,1.0,0.26417152049294357,1.0,1.0,1.0,1.0,1.0,1.0,0.5845975943531241,1.0,0.3202302543209537,1.0,0.3202302543209537,1.0,1.0,1.0,1.0,1.0,1.0,0.18804658430486856,1.0,1.0,1.0,1.0,0.660722530541199,1.0,1.0,1.0,1.0,1.0,0.07868704378115755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07868704378115755,1.0,1.0,1.0,0.34929458954800496,1.0,1.0,1.0,1.0,1.0,1.0
11676,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.9381264842564405,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,1.1448696896594321,0.98658790107114,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.7275589797231714,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.875031819296017,0.8393054949534968,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.9011905281662567,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648,0.540363573970648
12982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8062821246488021,0.8062821246488021,0.8062821246488021,1.0,0.16521337670115613,1.0,0.3668527594647336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12251831499302628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03208106330651862,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.078856637487654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42022251831829327,0.42022251831829327,0.42022251831829327,1.0,1.0,1.0,0.280044914794515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07157914578154793,1.0,1.0,1.0,1.0,1.0,1.0,0.2122117811300943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1614777911768298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16634,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.7340997908650737,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.3074441110158362,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072,0.004996143758684072
